,Tweet
983,"sorry bgtt kakk, tapi bacanya asli agak gimana gituuu "
984,"Ada putusan MK ka, yg penting bisa di buktikan secara ilmu pengetahuan."
985,Sekarang kan ada UU berdasarkan putusan MK anak di luar nikah juga punya hak yg sama atas orang tua atau bapak biologisnya asal bisa di buktikan secara ilmu pengetahuan.
986,"hahahahaahhahahahaa, tiap tanggal rawan malah eror"
987,"Suhu politik kembali memanas di pergelaran Pilkada 2024. Semua partai politik saling beradu strategi untuk memajukan calon. Koalisi besar pun terjadi di sejumlah daerah dan memunculkan calon tunggal. 

Peta politik juga berubah total ketika muncul putusan MK yang melonggarkan"
988,"Pasca Demo Kawal Putusan MK, Belasan Mahasiswa di NTB Dipanggil Polisi: http://KORANNTB.com – Aksi unjukrasa mengawal putusan Mahkamah Konstitusi (MK) tentang ambang batas Pilkada pada 23 Agustus 2024, berbuntut pada pemanggilan belasan mahasiswa… http://dlvr.it/TD2wBN"
989,"Awalnya semua partai  bergabung untuk dukung RKsus, kecuali PDIP, PDIP pun nggk diajak Krna ambang batas harus 20%, biar tidak lawan kotak kosong muncul calon independen, yg ngasal catut KTP org. Allah berkendak lain, putusan MK menjadi solusi partai cukup 7,5% ya ust. Tapi...?"
990,Zoom ketemu youtuber lucu bgttt syngnya katolik taat 
991,Kawal Putusan MK Tentang Pilkada Dengan Aksi Damai Bukan Anarkis
992,Pemerintah Mendukung Putusan MK Tentang Pilkada Serentak 2024
993,Kawal Putusan MK Tentang Pilkada Dengan Aksi Damai Bukan Anarkis
994,Pemerintah Mendukung Putusan MK Tentang Pilkada Serentak 2024
995,Warga Jakarta Kawal Putusan MK Tentang Pilkada Dengan Deklarasi Pemilu Damai
996,Mahasiswa dan Ormas Kawal Putusan MK Tentang Pilkada Dengan Aksi Damai
997,"Betul, tp gak gitu juga kali dgn mendukung revisi UU Pilkada dan menolak putusan MK disaat mahasiswa dan para tokoh seluruh Indonesia turun ke jalan. Biasanya hal2 seperti ini PKS selalu didepan dan bersama mahasiswa. Apakah iman berubah krn ada iming2 jabatan menteri ?"
998,"Orang dalam pemerintahan dia, kemarin itu putusan MK bisa ga diganggu karna dia yg ngomong ke orang2 penting di pemerintahan kita, dia lebih kuat dari luhut, ya ngga ky? 
@kikysaputrii"
999,"Bergabung ke KIM dan tinggalkan anies di saat2 terakhir. Dlm hitungan hari keluar putusan MK dimana PKS bisa mengajukan cagub tanpa hrs berkoalisi. Terlalu cepat mengambil keputusan krn naluri politik yg rendah, hanya fokus pada apa yg tampak di permukaan."
1000,"Mas yg diprotes oleh PKS itu adalah putusan MK melampaui wewenangnya

MK gak boleh membuat norma baru dalam UU yg sedang diujikam di MK

Sikap PKS konsisten dari dulu akan hal itu

Masak yg salah harus tetap dibela karena sesuai dgn selera..."
1001,"Saya menyilahkan ya mas..  
Coba baca dg baik.. 

UU pilkada  berisi menegaskan memakai putuan MA mngabaikan putusan MK.. Terkait threshold Dan umur minimal cagub cawagub

Smua menolak sampai kluar blue screen Dan demo besar 

Yg setuju cuma kimplus termasuk PKS.."
1002,"Diskusi Publik: ""
Pilkada Serentak Pasca Putusan MK""
Hari, tanggal: Selasa, 10 September 2024
 Waktu: 09.30 - 14.00 WIB
 Link zoom:"
1003,"Seperti kemaren saat bahas putusan MK, DPR dgn KIM PLUS bisa putuskan hanya dlm beberapa hari. Knp sekarang ngk bisa?"
1004,"Putusan MK yang parah kemarin karena ipar mulyono yang jadi ketua, tapi setelah diganti. MK mulai kembali ke marwahnya sebagai penegak konstitusi. 
Yang makin parah menurut saya itu DPR, Yang paling terbaru mereka hampir menganulir putasan MK No 70 dan menerima putusan MA."
1005,"Sini gw jelasin kondisi tangsel sebelum putusan MK

Ada 2 calon yg muncul
1. Ariza-marshel
2. Benyamin davnie-pilar saga ichsan

Yg no 2 itu enabler-nya dinasti politik di Banten

Jadi menurut lu yg pinter itu, PKS harus dukunh ariza -marshel atau dinasti politik?"
1006,"Putusan MK dan DPR RI menjamin Pilkada di Papua Berjalan Tanpa Hambatan.
-
#papua #papuabarat #papuabaratdaya #papuatengah #papuaselatan #papuapegunungan #PilkadaSerentak2024 #Pilkada2024"
1007,Keuntungan partai dakwah hanya sebatas untuk elit dan kader nya. Bergabungnya partai dakwah ke koalisi KIM+ menjadi pertanyaan karena pada saat pilpres menyatakan menolak politik dinasti. Karena mendukung kaesang (sblm putusan MK) & BN.
1008,"Ini wakil ketua komite pengawas perpajakan Kemenkeu gak ada yang bertanya ke dia. Dia juga dosen UGM, terlibat aksi reformasi dikorupsi, film dirty vote dan aksi kawal putusan MK.

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
1009,"Padahal bisa tanya langsung ke wakil ketua komite pengawas perpajakan Kemenkeu. Dia juga dosen UGM dan terlibat aksi reformasi dikorupsi, film dirty vote dan aksi kawal putusan MK.

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
1010,"Padahal kalau soal perpajakan bisa tanya ke dosen UGM satu ini. Dia wakil ketua komite pengawas perpajakan Kemenkeu. Dia juga terlibat dalam aksi kawal putusan MK, film dirty vote dan aksi reformasi dikorupsi.

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
1011,"Coba tanya ke pak dosen UGM ini. Dia wakil ketua komite pengawas perpajakan Kemenkeu. Dia juga kritis loh, anti korupsi, terlibat aksi reformasi dikorupsi, film dirty vote dan aksi kawal putusan MK.

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
1012,"Putusan MK 60/2024 itu sudah mengakomodir menghapus syarat perolehan kursi 20%. Cuman, putusan itu terlalu mepet sekali dengan masa pendaftaran peserta pilkada"
1013,"Gibran anaknya 
@jokowi
 dalam putusan MK 90 tidak eksekutabel lho"
1014,"Contoh kasus tahapan pendaftaran di tapanuli tengah, yg awal nya PDI-P memberikan rekom tgl 22 Agustus kepada pasangan ""kedan"" krn diawal sebelum tgl 21 putusan mk pdip yg hanya memiliki 4 kursi dari 35 kursi dprd tapanuli tengah tdk ada peluang dan mungkin tdk ada teman koalisi"
1015,"vote buat putusan mk kmrn, kan di anulir dpr, yg setuju cm pdip akhirnya besoknya sidang lagi trs gerindra ngusulin setuju sm pdip, komandonya berubah arah dari prabowo, yg lain kan kim plus dibawah komando mulyono semua itu gasetuju sm putusan mk"
1016,"Dulu sebelum ada Putusan MK No.60, misalkan di Jatim sana cuma ada calon tunggal.

Saya dkk....sudah ada niat buat pilih KK. Biar warning buat calon tunggal saja.

Kalau sekarang?. Ada 3 srikandi hebat. Wanita2 luar biasa.

Insya Allah....bakal coblos salah 1 nanti 27 November."
1017,"Ketua KPU RI Mochammad Afifuddin mengatakan dirinya sempat menandatangani surat mundur sebagai Ketua KPU, jika putusan Mahkamah Konstitusi (MK) tidak diakomodir dalam PKPU pencalonan Pilkada. Afif mengatakan surat itu ditandatangani saat dinamika putusan MK.

Hal itu disampaikan"
1018,Putusan MK modelnya bgini kan?
1019,"stagnan, dan cenderung minus... 10 tahun lalu, pegang 1 juta, udah dapat banyak klo belanja bulanan.. sekarang 1 juta utk belanja bulanan . asihdapat, cuman qty berkurang 2 sampai 3x lipat..."
1020,"Emg standard moralnya beda sih, makanya masih banyak rakyat 58% yg menganggap putusan MK thdp fufufafa itu tdk melanggar moral, yg krn standard moralnya cm setipis tisu dibagi 2 mungoin"
1021,"1% tapi sampe bisa bikin MA dan DPR bergerak buat ngelawan putusan MK, situ waras?"
1022,Klean seperti pahlawan kesiangan. Klean PHP in detik² terakhir padahal sudah ada putusan MK. Yg teriakan klean sebelumnya bilang tdk cukup kursi. Sekarang klean lempar kegagalan AB disebabkan orang lain.
1023,"Rakyat Mahasiswa Harus Tau ini 

Masih banyak yg akan terjadi sebelum 20 Okto 2024 

Putusan MK No. 90 itu *CACAT HUKUM* tidak bisa dilaksanakan, tidak bisa dilantik.

 Tidak ada satu Putusan yg Cacat Boleh dilaksanakan
Non Executable

Maruarar Siahaan 
Mantan Hakim MK RI"
1024,"putusan MK 90 itu jelas cacat hukum.. dan putusan MK di paksakan agar Gibran bisa jadi wapres pak 
@prabowo
 . Hakim MK sang paman di jatuhi sanksi melanggar ETIKA. Jadi posisi Gibran sebagai wapres itu cacat hukum. Dan layak di batalkan statusnya ."
1025,"Capek2...demo #KawalPutusanMK ujung2nya malah golput....
Beginilah...kalau ngikutin aksi koalisi masyarakat borjuis...hasilnya kagak ada yang nguntungin rakyat...

Sungguh...putusan MK 60 adalah oase....bagi oligarki en broker politik...bukan bagi rakyat

xixixi"
1026,"Ooh ini Awiek PPP yang mau membatalkan putusan MK terkait Kaesang, mukanya memang penuh tipu muslihat, PPP pantas gak lolos, calegnya aja macem taik begini."
1027,"Ya Allah kak rat, cukup kawal powlnab aja kak, putusanMK nya taruh dulu 

#Nabilaatponxxiaceh 
#NabilaTaqiyyah"
1028,"Yg gila adalah partai yg mengusung dia dan setuju dengan menggunakan cara kotor bansos APBN gentong babi, ngakalin putusan MK, pake alat negara yg mereka digaji dr duit rakyat. Gw ngetik ini rasanya emosi beneran"
1029,Di surabaya juga. Kenapa sih partai2 lain gak nyari calon sendiri gitu. Kim plus2an itu ga nyari calon. Masa dibiarkan lawan kotak kosong. Apa ga ada lg org2 yg berkualitas. Pdhal putusan MK tuh utk biar makin banyak paslon.
1030,"Betul2 valid ini!!! 
Kalau ini awlany dr netizen seharusny Ketika mereka sdh tahu putusan MK 90 itu untuk gibran, saat itu juga netizen bergerak untuk mengkuliti gibran. Kenapa baru sekarang?? Pastilah ini ulah timny wowok."
1031,kenapa ada ht kawal putusan mk bjir
1032,"Mahfud Setelah Putusan MK soal Pilkada 2024: Jokowi Jalannya Sudah Ditutup! https://youtu.be/fq6BtOEyzog?si=mwU3R2Thm5gZ6u5d… lewat 
@YouTube"
1033,"Tabayyun utk apa bang, tabayyun yg gimana lg prihal pemilihan boby, karena pk edi menolak pks, lantas pks harus milih boby gitu , sblm ada putusan mk tabayyun ap yg harus ditabayyun kan dg memilih marchel sbg wakil tangsel  tabayyun yg bagaimana pks masuk kimplus "
1034,"Pilkada serentak di Indonesia dimulai pada Pemilu 2019 setelah keluar Putusan Mahkamah Konstitusi (MK) Nomor 14 Tahun 2013 yang mengabulkan permohonan Effendi Gazali. Putusan MK itu diikuti keluarnya UU dan PKPU.
#KPUJateng #PilkadaSerentak2024 #LuwihBecikLuwihNyenengke"
1036,15 pro max 1tb
1037,"Pembahasan dalam rapat Baleg terkait RUU Pilkada yang seakan  tidak peduli terhadap putusan MK pun merepresentasikan adanya pembangkangan konstitusi demi mencapai tujuan politik sempit. 

Oleh karena itu, masyarakat secara masif berkonsolidasi melalui media sosial untuk melawan"
1038,"Coba tanya ke dosen UGM sekaligus wakil ketua komite pengawas perpajakan Kemenkeu. Dia juga aktivis loh, terlibat aksi reformasi dikorupsi, film dirty vote dan aksi kawal putusan MK.

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
1039,kak boleh cdm kah? 
1040,"Ini wakil ketua komite pengawas perpajakan Kemenkeu. Bukannya kerja malah ikut aksi reformasi dikorupsi, film dirty vote dan aksi kawal putusan MK.

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
1041,"Coba tanya ke wakil ketua komite pengawas perpajakan Kemenkeu.
Dia dosen UGM, aktivis juga terlibat aksi reformasi dikorupsi, film dirty vote dan aksi kawal putusan MK 

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
1042,"DPR - KPU setujui PKPU Pilkada semua merujuk putusan MK

#MenjagaPutusanMK"
1043,"Yg setan ribut ama setan itu konteksnya demo soal putusan MK kemarin itu, antara rezim yg nolak MK dgn demonstran yg digerakin orang2 pdip. Itu ib hrs betul, setan lagi berantem ama setan. Yg gitu mah kita diemin aja."
1044,"Saya mengamati keributan tentang pajak ini. Kenapa tidak ada satupun yg bertanya ke komite pengawas perpajakan Kemenkeu ini ? Beliau juga kritis loh, ikut film dirty vote dan demonstrasi kawal putusan MK di Yogyakarta.
Malang melintang di pemerintahan.

https://komwasjak.kemenkeu.go.id/in/page/profil-pejabat…"
1045,"Selain dosen, beliau juga malang melintang di pemerintahan loh...
Dirty Vote dan Kawal putusan MK juga"
1046,"Begitulah Kaka illogical nya pro MK 60 & 70, tapi anti MK 90.
Sebut MK-90 adalah intervensi, akal bulus, dsb akibat ada paman, tapi gak masalah dg MK 60-70 dimana MK lewati batas kewenangan, & lupa dg fakta bahwa kalo 5 hakim nolak putusan MK-90, maka seorg Usman gak ada artinya."
1047,"ya, mana orangnya... biar gua ikutan keplak juga palanya..."
1048,Karena bosen trs Liet di bstation
1049,masuknya seperti calo utk pengurusan kir kah?
1050,sangat bisa....
1051,Waahh aku mau kakk
1052,"Yang memuja siapa? kita itu tidak memuja putusan MK 60,spt kamu memuja Gibran krn dibayar, keputusan MK 60 itu yg menikmatinya banyak dibandingkan putusan paman yg hny dinikmati Gibran"
1053,"- Paman Usman siapa nya Presiden ujungnya polemik Putusan MK? 
- Mr. G apa nya Mr. Presiden? 
- Mr. P gak mengundurkan diri seperti Mr. MMD? 
- Film Dirty Vote?  Kok gak dilaporkan?"
1054,KPU tegaskan taat pada putusan MK soal UU Pilkada.
1055,"Coba apa bedanya putusan MK 90 dg 60?

Ada untung MK dipuja gak ada untung MK dihujat, xixixi!"
1056,"Alesan lah, setelah putusan MK, PKS ga perlu lagi nyari kursi, cuma kadung udh itung2an bagi2 cuan, dan jatah Mentri lumayan buat keren2an "
1057,Boleh tau kerjaannya ga kak?
1058,"Prosesnya SAMA persis dg permohonan ambang batas parlemen utk pilkada, yg menguntungkan PDIP

Knp yg putusan MK 90 dinyinyiri sementara putusan MK 60 dipuja puji?

Aneh gak sih, xixixi!"
1059,Biji! gerombolan DPR mau rubah putusan MK ke mana aja elo gak bersuara? 
1060,"Diposisi Putusan MK No 60/PUU-XXll/2024 (DPRRI) diprotes massa rkyt.

Membungkus kuliner (keterbukaan informasi) utk kepentingan ""jeda-tertentu"", partisan, bkn bingkisan bg publik sbg perbuatan purba, menepikan peran srt mencerdaskan khidupan bangsa."
1061,"Demo kemarin itu...menggagalkan napsu mulyono yang meng acak2 konstitusi demi anaknya si pisang!!..d*ngo*!rakyat dah muak sama kelakuan mulyono,rakyat gak mau kecolongan lagi,kaya putusan mk n0 90."
1062,"Kegagalan yang membuat beberapa pihak murka adalah putusan MK no 60 
Napak tilas Solo di jakarta gagal total.."
1063,Mari bersama-sama taat terhadap putusan MK soal UU pilkada.
1064,Pemerintah akan terus berkomunikasi untuk mengikuti putusan MK.
1065,Mahasiswa dan Ormas Kawal Putusan MK Tentang Pilkada Dengan Aksi Damai#mk #pilkada
1066,"Inget dulu wkt pidato di DPR tgl 16ags beliau meminta maaf bahwa kebijakannya tdk dapat menyenangkan semua orang. Eh tgl 20nya langsung manggil menkumham karena ada putusan MK, utk buru2 revisi RUU Pilkada. Berarti tujuan minta maaf untuk apa? "
1067,"Gratifikasi Private Jet Kaesang
Anggaran Tidak Wajar Kota Solo
KPK dibawah Presiden
Kaesang anak presiden
Gibran anak presiden
Wacana UU Pilkada berujung demo
Putusan MK berujung pemecatan

Otakmu diinstall dulu biar paham mana hati mana tai. Hukum tai kucing indo ga akan mampu."
1068,"Seperti cek putusan MK 90  ? 
. 
."
1069,KPU tegaskan taat pada putusan MK soal UU Pilkada
1070,"Egy harusnya kau demo pas setelah putusan MK, ini terjadi setelah kalian kalah pilpres."
1071,Coba inget2 kata bocor alus bentar waktu putusan mk dan diputuskan gibran maju dengan prabowo. Siapa yang orkestrasi serangan digital ke gibran? Ya bang ET
1072,"""Menurut UUD 45 dan Pancasila, tugas hukum itu mengawal demokrasi.

Putusan MK 90 itu cacat menurut UU Kehakiman pasal 17 ayat 5.

Bagaimana putusan hukum yang cacat bisa mengawal demokrasi? Putusan MK 90 itu sumber segala keruwetan"" (Maruarar Siahaan) 

#BatalkanGibranDilantik"
1073,"boleh infokan perusahaannya apa, sama budged utk posisi tersebut kak... "
1074,Yang penting gabung KIM dan menolak putusan MK Demi Kaesang
1075,jangan mahal2 yaa
1076,"Jilatanmu sungguh luar biadab njing..

1. Samsul maju atas rekom PDIP, gimana dpt rekom? Ayahnya yg kerjain, baru Samsul wara wiri

2. Mundurnya pak Purnomo atas desakan siapa? Mulyono lah...

3. Putusan MK kerjaan Samsul? Cuk, mana ada ceritanya?

Dasar Babi Botak..."
1077,Tapi kemarin akunku gini karna sering twt yng sama. Pas lagi rame kawal putusan mk sih. Jadi mungkin dikira bot
1078,excel lah... apalagi...
1079,"Makanya kenapa sebelum ada putusan MK, PKS melakukan evaluasi dukungan ke Anies, meskipun Spanduk dan baleho sudah tersebar d JKT. Krn PKS yakin PDIP cuman Gimmick mau ngusung Anies. 

Emang anda yakin jika PKS tetap bersama Anies, putusan MK akan diumumkan? Saya sih tidak"
1080,"Putusan 60/2024 MK Dinilai Dukung Penguatan Kaderisasi Parpol

Manajer Program Perludem...

#NewsUpdate #Politik #MahkamahKonstitusi #PutusanMK #PartaiPolitik #KaderisasiParpol #Perludem"
1081,Putusan MK no 90 itu cacat ..yg cacat ga boleh dilaksanakan 
1082,"Eh, akun menfess 
@literarybase
 terhitung sejak aksi demo Kawal Putusan MK kemarin kok sudah ga aktif lagi ya "
1083,"Ada benarnya. Sejak pengusikan Putusan MK 60 & 70 serta kunjungan Sri Paus, konten sabung warga terkait agama makin banyak. Mulai dari Medistra, UMY, beda agama kagum sama Sri Paus. Dan ga ada gerakan bersama desak DPR/Kemenag.
Simpulan: mulai lg gerakan pemecahan berbasis agama."
1084,Tolol ke lu jgn sok ngomongin putusan MK cacat. Mending lu ngumpul donasi biar Anis bs buat partai sendiri
1085,"Setelah “kawal putusan MK” terbitlah “kawal putusan MUA” nih

#KawalPutusanMUA 
#KawalPutusanMUA 
#KawalPutusanMUA"
1086,"apaan nder, jangan generasi gini dong, sebenernya ada BANYAK banget muslim yang TOLERANSI di negara ini. lagian komun itu suka share tentang dzikir dan doa² bagus, kadang share tips gimana cara beribadah yang baik. aku jarang liat postingan annoying malahan."
1087,"Sebelum putusan MK diperkirakan ada 150 kotak kosong, skrg sisa 40 lumayan lah"
1088,"Kalo gak ada bapaknya,kalo gak ada putusan MK emng bakal jadi tuh barang.nepotismenya tingkat tinggi"
1089,"wkwkwkw

mana banyak yang percaya dia bukan buzzer lagi. padahal kenceng bgt tu pengalihan isu selingkuhnya pas dpr mau revisi putusan MK"
1090,"gue bilang ‘in case’ karena ga ada yang tau. Putusan MK, Putusan MA, dan Putusan KPU aja diubah-ubah. Walaupun bakalan blunder lebih jauh, kalau ini teruskan dan dimasifkan"
1091,Join
1092,"PPP ...kami msh berpikir waras jk hrs golput, apakah kalian lp dgn KEWARASAN kalian mendukung revisi putusan MK di DPR?Statement kalian akan membuat PPP semakin td disukai rakyat"
1093,"jika A, maka B
. 
. 
. 
. 
. 
akhirnya gua paham persamaan matematika yg ini..."
1094,Lha orang ini kemarin yg mau mengesahkan RUU Pilkada (membangkang putusan MK)
1095,Sebenarnya kotak kosong bukan representatif dari demokrasi rakyat tapi sesuai dgn putusan MK yg menurunkan ambang batas pencalonan oleh parpol.
1096,WTB buku ekonomi mikro dan makro karya mankiw. pls plssss tolonglah aku iniiii 
1097,"gak tau diri nih 
@PKSejahtera
 , udah gak mau nyalonin Anies padahal udah ada putusan MK, bikin hoax soal tenggat waktu 40 hari, ikut revisi UU pilkada, dan gabung KIM, padahal kalaupun gak nyalonin Anies, masih bisa nyalonin sendiri di luar KIM."
1098,Presiden dan KPU 100 persen ikut putusan MK!!
1099,Presiden Jokowi akan mengikuti semua putusan MK.
1100,"putusan MK 90. Cacat. 
Maka  Non executable."
1101,winlok apaan?
1102,"ini udah gua terapkan beberapa kali... diminta atasan untuk ketemu calon klien, dan 'ajak' mereka ngopi.. tp ga pernah gua laksanain... akhirnya bos tau, gua kena sp... 

""ga menghargai waktu si calon klien tadi""
ya gua amuk balik, masih jadi calon klien, belum fix PO dari mereka"
1103,tritnya mana...
1104,"teman ku kemaren, lulusan hukum dapat gawean di singapura jadi penasehat hukum perusahaan"
1105,Putusan MK terkait RUU Pilkada sah dan disetujui oleh Pemerintah.
1106,Presiden Jokowi dan KPU 100 persen dukung putusan MK
1107,"DPR - KPU setujui PKPU Pilkada semua merujuk putusan MK

#MenjagaPutusanMK"
1108,"DPR Tolak Seluruh Calon Hakim Agung, KY Minta Pertimbangkan hingga Singgung Putusan MK"
1109,Jelas jelas semua dinasti terselamatkan oleh putusan MK yang menolak uji materi terkait politik dinasti
1110,"Makanya dipakai terminologi inkonstitusional ""bersyarat"".
Kritik atas pertemuan jkw dgn ricard adkerson (Freeport McMoran) terkait keputusan perpanjangan izin termasuk dlm kategori tersebut. Perpanjangan izin dianggap bertentangan dengan putusan MK 64/PUU-XVIII/2020 Pasal 169A."
1111,rakyat mau bergerak itu karena apa bang? kl minggu2 lalu kan krn DPR mau merubah putusan MK
1112,"Dosen2 univ di jogja banyak jejak digitalnya buat ngomentarin kim+, gagalnya anies maju, kotak kosong di dki sebelum mk tp sedikit jejaknya mbahas bupati petahana sleman yg hampir gagal maju sblm putusan mk, pecah kongsinya petahana bantul dan isu politik lokal lain."
1113,Ayooo demo kawal putusan MK....
1114,"Rakyat itu yg Real,nyata ....itu yg demo Kawal Putusan MK kemaren cth rakyat..nyata ada wujudnya"
1115,"DPR - KPU setujui PKPU Pilkada semua merujuk putusan MK
#MenjagaPutusanMK"
1116,"DPR - KPU setujui PKPU Pilkada semua merujuk putusan MK
#MenjagaPutusanMK"
1117, kok km yg marah-marah? Km keluarga yg diuntungkan putusan MK atau buzzer nya  ??
1118,"Temen gue ada udah miskin, ngatain temen gue yang turun demo dan ikut kawal putusan MK kemaren pengangguran. Bego. Emang gak semua orang kuliah punya otak sih."
1119,"Putusan MK 90 tentang syarat capres-cawapres MK sudah di garis kuning krn hanya menambah frasa. 
Putusan MK 60 tentang syarat pilkada MK sudah di LUAR GARIS KEWENANGANnya.
Jadi siapa yg MENGUTAK-ATIK KONSTITUSI? 
Jawabnya HAKIM-HAKIM MAHKAMAH KONSTITUSI bukan PRESIDEN. 
PAHAM!"
1120,Putusan MK Telat Penyebab Pilkada Kotak Kosong Masih Marak
1121,"Jadi bisa Kita simpulkan demi mendapatkan dan menduduki Kursi Jabatan maka PERKARA ETIK bukanlah hal Penting. Kekuasaanlah yg Utama, tentang Etik taro saja di Bak Sampah. Segitu rendahnya Sikap PoliTIKUS Negeri ini.

Selain Putusan MK ini yg No_Etik, ini tentang #Nepotime dan..."
1122,"Putusan MK yang dinilai melanggar #Etik dibuktikan dengan Putusan MKMK yang memutuskan Hakim Ketua yg tak lain adalah Paman Gibran melanggar #Etik dan diPutuskan dipecat jadi Hakim Ketua.
Namun Pelanggaran #Etik ini diabaikan oleh semua Penikmat Putusan MK No. 90 th 2023 itu."
1123,"Putusan MK No. 90 th 2023 ini adalah Aksi Nyata Praktek #Kolusi dan #Nepotisme di Republik ini. Tapi dengan kepolosan (Dungu aja sih) Masyarakat kebanyakan bahwa Praktek itu dinilai sah-sah aja.  IQ Jongkok.
Penikmat Putusan itu yg paling berkepentingan adalah Capresnya."
1124,"DPR RI ikuti putusan MK so gak perlu risau apalagi heboh lg soal putusan MK n jgn mau lg di adu domba Ama ""oknum"" yg manfaatin isu itu #putusanmk #tolakruupilkada2024 #kawalkeputusanmk #indonesia #staycalm"
1125,Berantakan gara-gara putusan MK 
1126,Gara-gara putusan MK 
1127,OH berarti diakui yah kalo DPR itu mengubah Putusan MK supaya Gibran bisa jadi cagub?
1128,Lu selama ini tinggal di goa atau gimana? Itu putusan MK pas si gibran calonin jadi wapes aja udh jadi salah satu bukti 
1129,apakah gua akan instal game laknat ini lagi...!!
1130,Ini si dpr yg mau revisi putusan mk pilkada itu ya..
1131,"Seperti yang dulu gua bilang, kondisi Jokowi menang di 2024 tapi tanpa partai itu bukan itungan yang ideal.

Karena dia harus akrobat manuver lebih banyak lagi. Wajar kalau akan ada momen Jokowi luput, kayak Putusan MK kemarin itulah"
1132,Yg ngomong mancing mahasiswa marah di Parlemen melawan putusan. MK terkait pilkada.
1133,"Kalo gak ada usulan para elit politik
Gak ada sidang MK 
Gak ada putusan mk
Gak ada demo
Gak ada polisi hadang demo
Gak ada kerusuhan 
Dan sudah pasti gak ada korban

Dari urutan diatas kita harusnya paham awal dan akhir .mana sumber mana dampak"
1134,"Kek nya memang harus ad revisi uu nya dah, DPR dari pada menganulir putusan MK, mending revisi uu sistem peradilan anak"
1135,"Kenapa baru di suarakan sekarang?..udah terjadi baru bersuara,bukannya dari sebelum ada putusan MK"
1136,"ya dirugikan laah... seharusnya bisa jaadi baancakan penjabat itu,..."
1137,"DPR Tolak Seluruh Calon Hakim Agung, KY Minta Pertimbangkan hingga Singgung Putusan MK http://dlvr.it/TCykLS"
1138,"Pilkada ga cuma Jakarta. Kandidat populer kayak Airin, Bu Risma dan buanyak calon lain akhirnya bisa maju berkat putusan MK kemaren."
1139,"Rk itu bagian dari Kim, yang diwaktu tertentu juga Kim adalah komplotan yang melakukan pembangkang terhadap putusan mk. Siapapun yang menjadi bagian dari pembangkang konstitusional tidak berhak meminta suara demokrasi rakyat!"
1140,"Suka tidak suka, putusan MK yg menurunkan threshold pd Pilkada, buat KIM plus gelagepan.

Ridwan Kamil-Suswono yg diprediksi melenggang melawan calon independen gagal total.

 Muncul Pramono-Rano sbg lawan menjadikan Ridwan Kamil tiba2 kagok hingga nyaris kejungkal di belokan."
1141,Pakar Hukum Tata Negara UI: “Putusan MK Dorong Munculnya Calon Kepala Daerah Lebih Berkualitas”
1142,yang kecewa putusan MK gak bisa dibatalin
1143,"Turunkan Mulyono harusnya....
Bukan kawal putusan MK......
Eh salah......
Maaf"
1144,"ANJIR KAK  astagfirullah astagfirullah kak itu banyak banget kak.. mendinh bikin laporan polisi atau ke bank kalau tau no rek scammer nya. kak semoga kamu dikuatkan yaa, semoga uang yang hilang bisa diganti dengan rezeki lain yang lebih berlimpah, aamiin "
1145,"Setelah putusan MK, PKS di jkt bisa mencalonkan kadernya sendiri menjadi cagub bkn cawagub. Knp tetep menjadi tukang dorong?"
1146,"Makanya waktu demo putusan MK vs DPR revisi UU pilkada kemarin dgn tagar Indonesia Darurat itu saya posting shalawat asyghil, biar sesama org zalim itu PD berantem aja, asal negara ini gak hancur lebur"
1147,"Nanti dijawab, ya dia bisa jd wapres krn MK. Kl yg jawab spt itu generas tua msh maklumlah. Tp kl yg jwb generasi muda, jd agak aneh. Kl merasa muda mestinya ikut senang ada anak muda jd wapres. Soal MK, ikuti saja, siapa tahu nanti bisa ikut berkompetisi modal putusan MK itu kan"
1148,"Setidaknya DPR gak ngesahin aturan baru yg ""menganulir"" Putusan MK."
1149,"anak buah Kepala BIN,orang kepercayaan ketua parpol banteng
gasss cing 
@cingreborn
 sekalian kau tetap kawal putusan MK"
1150,"He.... He.... Kenyataannya memang sudah dikondisikan, untung ada putusan MK 70 &60 ahirnya ada ruang kontestasi"
1151,"Bakal ramai ini, nanti !!

Kita tunggu saja seperti apa jalannya nanti, bila betul-betul mereka yang coba dilantik. 

Masih banyak hal terjadi utk menuju 20 Oktober 2024 ini.

Putusan MK No. 90 itu *CACAT HUKUM* 'Non executable', tidak bisa dilaksanakan, tidak bisa dilantik."
1152,Mknya semakin bnyak pilihan makin pusing oligarki makanya pilkada macem sebelum putusan mk oligarki demen banget hahaha
1153,"Idiologi PKS adalah keadilan n kesejahteraan...posisi PKS pasca putusan MK sudah hilang marwah idiologinya, lebih memntingkan pragmatisme sesaat sesaat yaitu kekuasaan. Kekuasaan penting ttp harus didpt dgn keadilan bukan dgn memanfaatkan kekuasaan utk kedzoliman..."
